,Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2,Month,Year,Day,WeekOfYear,YearMonth,IsPromo2Month,Competition,StoreRenovated,DaysAfterRenovation
146,1716,8,2,2015-09-15,1.0,1,0,0.0,a,a,7520.0,0,9,2015,15,38,2015-09,0,1,0,0
147,2572,8,1,2015-09-14,1.0,1,0,0.0,a,a,7520.0,0,9,2015,14,38,2015-09,0,1,0,0
148,3428,8,7,2015-09-13,0.0,0,0,0.0,a,a,7520.0,0,9,2015,13,37,2015-09,0,1,0,0
149,4284,8,6,2015-09-12,1.0,0,0,0.0,a,a,7520.0,0,9,2015,12,37,2015-09,0,1,0,0
150,5140,8,5,2015-09-11,1.0,0,0,0.0,a,a,7520.0,0,9,2015,11,37,2015-09,0,1,0,0
151,5996,8,4,2015-09-10,1.0,0,0,0.0,a,a,7520.0,0,9,2015,10,37,2015-09,0,1,0,0
152,6852,8,3,2015-09-09,1.0,0,0,0.0,a,a,7520.0,0,9,2015,9,37,2015-09,0,1,0,0
153,7708,8,2,2015-09-08,1.0,0,0,0.0,a,a,7520.0,0,9,2015,8,37,2015-09,0,1,0,0
154,8564,8,1,2015-09-07,1.0,0,0,0.0,a,a,7520.0,0,9,2015,7,37,2015-09,0,1,0,0
155,9420,8,7,2015-09-06,0.0,0,0,0.0,a,a,7520.0,0,9,2015,6,36,2015-09,0,1,0,0
156,10276,8,6,2015-09-05,1.0,0,0,0.0,a,a,7520.0,0,9,2015,5,36,2015-09,0,1,0,0
157,11132,8,5,2015-09-04,1.0,1,0,0.0,a,a,7520.0,0,9,2015,4,36,2015-09,0,1,0,0
158,11988,8,4,2015-09-03,1.0,1,0,0.0,a,a,7520.0,0,9,2015,3,36,2015-09,0,1,0,0
159,12844,8,3,2015-09-02,1.0,1,0,0.0,a,a,7520.0,0,9,2015,2,36,2015-09,0,1,0,0
160,13700,8,2,2015-09-01,1.0,1,0,0.0,a,a,7520.0,0,9,2015,1,36,2015-09,0,1,0,0
161,14556,8,1,2015-08-31,1.0,1,0,0.0,a,a,7520.0,0,8,2015,31,36,2015-08,0,1,0,0
162,15412,8,7,2015-08-30,0.0,0,0,0.0,a,a,7520.0,0,8,2015,30,35,2015-08,0,1,0,0
163,16268,8,6,2015-08-29,1.0,0,0,0.0,a,a,7520.0,0,8,2015,29,35,2015-08,0,1,0,0
164,17124,8,5,2015-08-28,1.0,0,0,1.0,a,a,7520.0,0,8,2015,28,35,2015-08,0,1,0,0
165,17980,8,4,2015-08-27,1.0,0,0,1.0,a,a,7520.0,0,8,2015,27,35,2015-08,0,1,0,0
166,18836,8,3,2015-08-26,1.0,0,0,1.0,a,a,7520.0,0,8,2015,26,35,2015-08,0,1,0,0
167,19692,8,2,2015-08-25,1.0,0,0,1.0,a,a,7520.0,0,8,2015,25,35,2015-08,0,1,0,0
168,20548,8,1,2015-08-24,1.0,0,0,1.0,a,a,7520.0,0,8,2015,24,35,2015-08,0,1,0,0
169,21404,8,7,2015-08-23,0.0,0,0,0.0,a,a,7520.0,0,8,2015,23,34,2015-08,0,1,0,0
170,22260,8,6,2015-08-22,1.0,0,0,0.0,a,a,7520.0,0,8,2015,22,34,2015-08,0,1,0,0
171,23116,8,5,2015-08-21,1.0,1,0,1.0,a,a,7520.0,0,8,2015,21,34,2015-08,0,1,0,0
172,23972,8,4,2015-08-20,1.0,1,0,1.0,a,a,7520.0,0,8,2015,20,34,2015-08,0,1,0,0
173,24828,8,3,2015-08-19,1.0,1,0,1.0,a,a,7520.0,0,8,2015,19,34,2015-08,0,1,0,0
174,25684,8,2,2015-08-18,1.0,1,0,1.0,a,a,7520.0,0,8,2015,18,34,2015-08,0,1,0,0
175,26540,8,1,2015-08-17,1.0,1,0,1.0,a,a,7520.0,0,8,2015,17,34,2015-08,0,1,0,0
176,27396,8,7,2015-08-16,0.0,0,0,0.0,a,a,7520.0,0,8,2015,16,33,2015-08,0,1,0,0
177,28252,8,6,2015-08-15,1.0,0,0,0.0,a,a,7520.0,0,8,2015,15,33,2015-08,0,1,0,0
178,29108,8,5,2015-08-14,1.0,0,0,1.0,a,a,7520.0,0,8,2015,14,33,2015-08,0,1,0,0
179,29964,8,4,2015-08-13,1.0,0,0,1.0,a,a,7520.0,0,8,2015,13,33,2015-08,0,1,0,0
180,30820,8,3,2015-08-12,1.0,0,0,1.0,a,a,7520.0,0,8,2015,12,33,2015-08,0,1,0,0
181,31676,8,2,2015-08-11,1.0,0,0,1.0,a,a,7520.0,0,8,2015,11,33,2015-08,0,1,0,0
182,32532,8,1,2015-08-10,1.0,0,0,1.0,a,a,7520.0,0,8,2015,10,33,2015-08,0,1,0,0
183,33388,8,7,2015-08-09,0.0,0,0,0.0,a,a,7520.0,0,8,2015,9,32,2015-08,0,1,0,0
184,34244,8,6,2015-08-08,1.0,0,0,0.0,a,a,7520.0,0,8,2015,8,32,2015-08,0,1,0,0
185,35100,8,5,2015-08-07,1.0,1,0,1.0,a,a,7520.0,0,8,2015,7,32,2015-08,0,1,0,0
186,35956,8,4,2015-08-06,1.0,1,0,1.0,a,a,7520.0,0,8,2015,6,32,2015-08,0,1,0,0
187,36812,8,3,2015-08-05,1.0,1,0,1.0,a,a,7520.0,0,8,2015,5,32,2015-08,0,1,0,0
188,37668,8,2,2015-08-04,1.0,1,0,1.0,a,a,7520.0,0,8,2015,4,32,2015-08,0,1,0,0
189,38524,8,1,2015-08-03,1.0,1,0,1.0,a,a,7520.0,0,8,2015,3,32,2015-08,0,1,0,0
190,39380,8,7,2015-08-02,0.0,0,0,0.0,a,a,7520.0,0,8,2015,2,31,2015-08,0,1,0,0
191,40236,8,6,2015-08-01,1.0,0,0,0.0,a,a,7520.0,0,8,2015,1,31,2015-08,0,1,0,0
192,5,9,4,2015-09-17,1.0,1,0,0.0,a,c,2030.0,0,9,2015,17,38,2015-09,0,1,0,0
193,861,9,3,2015-09-16,1.0,1,0,0.0,a,c,2030.0,0,9,2015,16,38,2015-09,0,1,0,0
194,1717,9,2,2015-09-15,1.0,1,0,0.0,a,c,2030.0,0,9,2015,15,38,2015-09,0,1,0,0
195,2573,9,1,2015-09-14,1.0,1,0,0.0,a,c,2030.0,0,9,2015,14,38,2015-09,0,1,0,0
196,3429,9,7,2015-09-13,0.0,0,0,0.0,a,c,2030.0,0,9,2015,13,37,2015-09,0,1,0,0
197,4285,9,6,2015-09-12,1.0,0,0,0.0,a,c,2030.0,0,9,2015,12,37,2015-09,0,1,0,0
198,5141,9,5,2015-09-11,1.0,0,0,0.0,a,c,2030.0,0,9,2015,11,37,2015-09,0,1,0,0
199,5997,9,4,2015-09-10,1.0,0,0,0.0,a,c,2030.0,0,9,2015,10,37,2015-09,0,1,0,0
200,6853,9,3,2015-09-09,1.0,0,0,0.0,a,c,2030.0,0,9,2015,9,37,2015-09,0,1,0,0
201,7709,9,2,2015-09-08,1.0,0,0,0.0,a,c,2030.0,0,9,2015,8,37,2015-09,0,1,0,0
202,8565,9,1,2015-09-07,1.0,0,0,0.0,a,c,2030.0,0,9,2015,7,37,2015-09,0,1,0,0
203,9421,9,7,2015-09-06,0.0,0,0,0.0,a,c,2030.0,0,9,2015,6,36,2015-09,0,1,0,0
204,10277,9,6,2015-09-05,1.0,0,0,0.0,a,c,2030.0,0,9,2015,5,36,2015-09,0,1,0,0
205,11133,9,5,2015-09-04,1.0,1,0,0.0,a,c,2030.0,0,9,2015,4,36,2015-09,0,1,0,0
206,11989,9,4,2015-09-03,1.0,1,0,0.0,a,c,2030.0,0,9,2015,3,36,2015-09,0,1,0,0
207,12845,9,3,2015-09-02,1.0,1,0,0.0,a,c,2030.0,0,9,2015,2,36,2015-09,0,1,0,0
208,13701,9,2,2015-09-01,1.0,1,0,0.0,a,c,2030.0,0,9,2015,1,36,2015-09,0,1,0,0
209,14557,9,1,2015-08-31,1.0,1,0,0.0,a,c,2030.0,0,8,2015,31,36,2015-08,0,1,0,0
210,15413,9,7,2015-08-30,0.0,0,0,0.0,a,c,2030.0,0,8,2015,30,35,2015-08,0,1,0,0
211,16269,9,6,2015-08-29,1.0,0,0,0.0,a,c,2030.0,0,8,2015,29,35,2015-08,0,1,0,0
212,17125,9,5,2015-08-28,1.0,0,0,0.0,a,c,2030.0,0,8,2015,28,35,2015-08,0,1,0,0
213,17981,9,4,2015-08-27,1.0,0,0,0.0,a,c,2030.0,0,8,2015,27,35,2015-08,0,1,0,0
214,18837,9,3,2015-08-26,1.0,0,0,0.0,a,c,2030.0,0,8,2015,26,35,2015-08,0,1,0,0
215,19693,9,2,2015-08-25,1.0,0,0,0.0,a,c,2030.0,0,8,2015,25,35,2015-08,0,1,0,0
216,20549,9,1,2015-08-24,1.0,0,0,0.0,a,c,2030.0,0,8,2015,24,35,2015-08,0,1,0,0
217,21405,9,7,2015-08-23,0.0,0,0,0.0,a,c,2030.0,0,8,2015,23,34,2015-08,0,1,0,0
218,22261,9,6,2015-08-22,1.0,0,0,0.0,a,c,2030.0,0,8,2015,22,34,2015-08,0,1,0,0
219,23117,9,5,2015-08-21,1.0,1,0,0.0,a,c,2030.0,0,8,2015,21,34,2015-08,0,1,0,0
220,23973,9,4,2015-08-20,1.0,1,0,0.0,a,c,2030.0,0,8,2015,20,34,2015-08,0,1,0,0
221,24829,9,3,2015-08-19,1.0,1,0,0.0,a,c,2030.0,0,8,2015,19,34,2015-08,0,1,0,0
222,25685,9,2,2015-08-18,1.0,1,0,0.0,a,c,2030.0,0,8,2015,18,34,2015-08,0,1,0,0
223,26541,9,1,2015-08-17,1.0,1,0,0.0,a,c,2030.0,0,8,2015,17,34,2015-08,0,1,0,0
224,27397,9,7,2015-08-16,0.0,0,0,0.0,a,c,2030.0,0,8,2015,16,33,2015-08,0,1,0,0
